1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,1,1,1,1,1,1,1,1,1,1,1,1,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,1,1,1,1,1,1,1,1,
1,1,1,1,1,6,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,7,11,1,1,1,1,1,1,1,1,1,1,10,9,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,7,11,1,1,1,1,1,1,1,
1,1,1,1,1,6,31,34,34,34,34,34,31,32,32,32,32,32,32,32,32,32,32,32,32,7,11,1,1,1,1,1,1,1,1,10,9,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,5,1,1,1,1,1,1,1,
1,1,1,1,1,6,31,34,30,30,30,34,31,32,32,32,32,32,32,32,32,32,32,32,32,32,7,11,1,1,1,1,1,1,10,9,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,7,11,1,1,1,1,1,1,
1,1,1,1,1,6,31,34,30,30,30,34,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,7,11,1,1,1,1,10,9,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,7,11,1,1,1,1,1,
